Day,Campaign,Cost,Impressions,Clicks,Conversions,Total conv. value
25/01/25,Campaign_020_ZERO_HOPE,102.81,380,20,0,0
25/01/25,Campaign_021_ZOMBIE,166.84,584,55,2,81.66
25/01/25,Campaign_022_ZOMBIE,193.18,815,64,3,88.01
25/01/25,Campaign_023_ZERO_HOPE,74.95,225,14,0,0
25/01/25,Campaign_024_ZOMBIE,174.22,924,58,2,93.38
25/01/25,Campaign_025_AVERAGE,64.83,484,32,3,100.1
25/01/25,Campaign_026_DECAYER,78.29,733,39,3,149.18
25/01/25,Campaign_027_ZOMBIE,119.81,512,39,1,56.47
25/01/25,Campaign_028_ZOMBIE,134.92,496,44,2,73.96
25/01/25,Campaign_029_ZERO_HOPE,57.27,155,11,0,0
25/01/25,Campaign_030_AVERAGE,55.42,421,27,2,86.35
25/01/25,Campaign_031_AVERAGE,50.91,471,25,2,81.33
25/01/25,Campaign_032_ZOMBIE,181.77,1042,60,3,96.17
25/01/25,Campaign_033_ZERO_HOPE,96.53,352,19,0,0
25/01/25,Campaign_034_ZOMBIE,118.14,440,39,1,53.34
25/01/25,Campaign_035_ZERO_HOPE,88.24,175,17,0,0
25/01/25,Campaign_036_ZOMBIE,113.56,667,37,1,58.96
25/01/25,Campaign_037_ZERO_HOPE,82.49,287,16,0,0
25/01/25,Campaign_038_AVERAGE,43.82,264,21,2,68.94
25/01/25,Campaign_039_STAR,89.2,1468,89,17,330.84
25/01/25,Campaign_040_AVERAGE,45.39,235,22,2,64.05
25/01/25,Campaign_041_DECAYER,128.1,658,64,5,215.57
25/01/25,Campaign_042_ZOMBIE,185.91,864,61,3,96.47
25/01/25,Campaign_043_AVERAGE,54.73,522,27,2,87.64
25/01/25,Campaign_044_STAR,86.98,1656,86,17,354.05
25/01/25,Campaign_045_ZERO_HOPE,94.48,257,18,0,0
25/01/25,Campaign_046_AVERAGE,61.68,588,30,3,92.99
25/01/25,Campaign_047_DECAYER,88.59,803,44,3,144.93
25/01/25,Campaign_048_ZOMBIE,111.64,653,37,1,58.52
25/01/25,Campaign_049_DECAYER,106.57,677,53,4,194.8
25/01/25,Campaign_050_ZERO_HOPE,102.28,307,20,0,0
26/01/25,Campaign_001_ZERO_HOPE,83.71,227,16,0,0
26/01/25,Campaign_002_DECAYER,96.39,743,48,4,165.67
26/01/25,Campaign_003_ZERO_HOPE,76.11,161,15,0,0
26/01/25,Campaign_004_ZOMBIE,179.76,697,59,2,92.33
26/01/25,Campaign_005_ZOMBIE,166.17,650,55,2,78.75
26/01/25,Campaign_006_STAR,71.76,975,71,14,258.74
26/01/25,Campaign_007_AVERAGE,46.02,393,23,2,75.19
26/01/25,Campaign_008_AVERAGE,64.52,635,32,3,103.05
26/01/25,Campaign_009_AVERAGE,53.59,486,26,2,84.67
26/01/25,Campaign_010_ZOMBIE,177.59,606,59,2,81.78
26/01/25,Campaign_011_ZERO_HOPE,81.24,210,16,0,0
26/01/25,Campaign_012_ZERO_HOPE,86.74,229,17,0,0
26/01/25,Campaign_013_ZOMBIE,121.69,578,40,2,62.25
26/01/25,Campaign_014_AVERAGE,35.56,243,17,1,58.24
26/01/25,Campaign_015_DECAYER,76.54,756,38,3,140.01
26/01/25,Campaign_016_ZERO_HOPE,75.76,175,15,0,0
26/01/25,Campaign_017_ZOMBIE,124.71,557,41,2,64.85
26/01/25,Campaign_018_AVERAGE,58.81,419,29,2,83.38
26/01/25,Campaign_019_ZERO_HOPE,67.35,255,13,0,0
26/01/25,Campaign_020_ZERO_HOPE,90.31,268,18,0,0
26/01/25,Campaign_021_ZOMBIE,184.62,855,61,3,89.92
26/01/25,Campaign_022_ZOMBIE,185.61,684,61,3,83.63
26/01/25,Campaign_023_ZERO_HOPE,74.06,186,14,0,0
26/01/25,Campaign_024_ZOMBIE,140.63,508,46,2,68.74
26/01/25,Campaign_025_AVERAGE,49.16,294,24,2,76.49
26/01/25,Campaign_026_DECAYER,117.25,1062,58,5,212.81
26/01/25,Campaign_027_ZOMBIE,185.69,929,61,3,92.54
26/01/25,Campaign_028_ZOMBIE,172.06,1024,57,2,90.89
26/01/25,Campaign_029_ZERO_HOPE,58.2,186,11,0,0
26/01/25,Campaign_030_AVERAGE,59.17,413,29,2,82.52
26/01/25,Campaign_031_AVERAGE,46.51,430,23,2,64.12
26/01/25,Campaign_032_ZOMBIE,171.25,871,57,2,79.45
26/01/25,Campaign_033_ZERO_HOPE,86.71,249,17,0,0
26/01/25,Campaign_034_ZOMBIE,148.95,700,49,2,78.41
26/01/25,Campaign_035_ZERO_HOPE,56.13,215,11,0,0
26/01/25,Campaign_036_ZOMBIE,123.89,442,41,2,66.28
26/01/25,Campaign_037_ZERO_HOPE,59.24,161,11,0,0
26/01/25,Campaign_038_AVERAGE,50.58,407,25,2,68.75
26/01/25,Campaign_039_STAR,87.48,1416,87,17,317.13
26/01/25,Campaign_040_AVERAGE,64.12,493,32,3,93.02
26/01/25,Campaign_041_DECAYER,91.56,876,45,3,152.3
26/01/25,Campaign_042_ZOMBIE,110.07,467,36,1,60.28
26/01/25,Campaign_043_AVERAGE,46.24,264,23,2,70.31
26/01/25,Campaign_044_STAR,84.71,1469,84,16,330.49
26/01/25,Campaign_045_ZERO_HOPE,61.69,149,12,0,0
26/01/25,Campaign_046_AVERAGE,53.17,405,26,2,85.91
26/01/25,Campaign_047_DECAYER,85.19,795,42,3,160.71
26/01/25,Campaign_048_ZOMBIE,122.41,568,40,2,61.58
26/01/25,Campaign_049_DECAYER,79.93,643,39,3,143.11
26/01/25,Campaign_050_ZERO_HOPE,94.82,348,18,0,0
27/01/25,Campaign_001_ZERO_HOPE,58.08,162,11,0,0
27/01/25,Campaign_002_DECAYER,103.55,1010,51,4,182.49
27/01/25,Campaign_003_ZERO_HOPE,76.97,259,15,0,0
27/01/25,Campaign_004_ZOMBIE,186.57,928,62,3,84.23
27/01/25,Campaign_005_ZOMBIE,116.23,416,38,1,60.67
27/01/25,Campaign_006_STAR,77.52,1279,77,15,300.89
27/01/25,Campaign_007_AVERAGE,38.22,302,19,1,62.15
27/01/25,Campaign_008_AVERAGE,47.16,305,23,2,64.29
27/01/25,Campaign_009_AVERAGE,51.06,494,25,2,69.65
27/01/25,Campaign_010_ZOMBIE,124.05,699,41,2,63.69
27/01/25,Campaign_011_ZERO_HOPE,59.4,129,11,0,0
27/01/25,Campaign_012_ZERO_HOPE,98.29,240,19,0,0
27/01/25,Campaign_013_ZOMBIE,123.81,586,41,2,67.44
27/01/25,Campaign_014_AVERAGE,46.98,266,23,2,75.22
27/01/25,Campaign_015_DECAYER,84.66,610,42,3,145.7
27/01/25,Campaign_016_ZERO_HOPE,76.11,181,15,0,0
27/01/25,Campaign_017_ZOMBIE,108.71,544,36,1,52.15
27/01/25,Campaign_018_AVERAGE,48.25,434,24,2,71.95
27/01/25,Campaign_019_ZERO_HOPE,73.3,141,14,0,0
27/01/25,Campaign_020_ZERO_HOPE,100.92,300,20,0,0
27/01/25,Campaign_021_ZOMBIE,194.59,763,64,3,97.12
27/01/25,Campaign_022_ZOMBIE,139.8,491,46,2,65.94
27/01/25,Campaign_023_ZERO_HOPE,61.7,208,12,0,0
27/01/25,Campaign_024_ZOMBIE,128.04,440,42,2,70.36
27/01/25,Campaign_025_AVERAGE,41.88,270,20,2,58.39
27/01/25,Campaign_026_DECAYER,79.54,776,39,3,142.98
27/01/25,Campaign_027_ZOMBIE,120.38,773,40,2,61.5
27/01/25,Campaign_028_ZOMBIE,154.18,523,51,2,75.55
27/01/25,Campaign_029_ZERO_HOPE,91.32,312,18,0,0
27/01/25,Campaign_030_AVERAGE,58.28,453,29,2,85.32
27/01/25,Campaign_031_AVERAGE,45.09,223,22,2,74.07
27/01/25,Campaign_032_ZOMBIE,123.52,772,41,2,56.69
27/01/25,Campaign_033_ZERO_HOPE,64.43,121,12,0,0
27/01/25,Campaign_034_ZOMBIE,125.76,452,41,2,66.29
27/01/25,Campaign_035_ZERO_HOPE,72.65,248,14,0,0
27/01/25,Campaign_036_ZOMBIE,193.31,1144,64,3,105.77
27/01/25,Campaign_037_ZERO_HOPE,94.44,222,18,0,0
27/01/25,Campaign_038_AVERAGE,40.64,317,20,2,59.5
27/01/25,Campaign_039_STAR,100.77,1698,100,20,434.97
27/01/25,Campaign_040_AVERAGE,40.1,350,20,2,62.6
27/01/25,Campaign_041_DECAYER,119.1,955,59,5,190.31
27/01/25,Campaign_042_ZOMBIE,130.4,668,43,2,59.51
27/01/25,Campaign_043_AVERAGE,57.79,516,28,2,94.5
27/01/25,Campaign_044_STAR,124.82,1878,124,24,523.9
27/01/25,Campaign_045_ZERO_HOPE,61.78,178,12,0,0
27/01/25,Campaign_046_AVERAGE,42.15,284,21,2,66
27/01/25,Campaign_047_DECAYER,71.41,377,35,3,127.53
27/01/25,Campaign_048_ZOMBIE,140.73,906,46,2,69.24
27/01/25,Campaign_049_DECAYER,123.71,759,61,5,231.52
27/01/25,Campaign_050_ZERO_HOPE,85.2,245,17,0,0
28/01/25,Campaign_001_ZERO_HOPE,88.11,208,17,0,0
28/01/25,Campaign_002_DECAYER,103.57,627,51,4,175.42
28/01/25,Campaign_003_ZERO_HOPE,100.93,275,20,0,0
28/01/25,Campaign_004_ZOMBIE,187.2,937,62,3,90.24
28/01/25,Campaign_005_ZOMBIE,141.8,709,47,2,67.96
28/01/25,Campaign_006_STAR,78.8,816,78,15,308.86
28/01/25,Campaign_007_AVERAGE,47.38,262,23,2,73.93
28/01/25,Campaign_008_AVERAGE,35.05,176,17,1,55.74
28/01/25,Campaign_009_AVERAGE,52.68,397,26,2,76.12
28/01/25,Campaign_010_ZOMBIE,184.83,1030,61,3,85.7
28/01/25,Campaign_011_ZERO_HOPE,61.87,170,12,0,0
28/01/25,Campaign_012_ZERO_HOPE,93.7,225,18,0,0
28/01/25,Campaign_013_ZOMBIE,172.08,636,57,2,90.58
28/01/25,Campaign_014_AVERAGE,56.49,523,28,2,79.47
28/01/25,Campaign_015_DECAYER,76.78,578,38,3,139.73
28/01/25,Campaign_016_ZERO_HOPE,78.38,259,15,0,0
28/01/25,Campaign_017_ZOMBIE,192.7,1268,64,3,100.51
28/01/25,Campaign_018_AVERAGE,56.05,491,28,2,79.22
28/01/25,Campaign_019_ZERO_HOPE,90.72,338,18,0,0
28/01/25,Campaign_020_ZERO_HOPE,73.84,259,14,0,0
28/01/25,Campaign_021_ZOMBIE,131.68,545,43,2,71.22
28/01/25,Campaign_022_ZOMBIE,189.59,978,63,3,90.68
28/01/25,Campaign_023_ZERO_HOPE,58.2,132,11,0,0
28/01/25,Campaign_024_ZOMBIE,160.71,689,53,2,86.77
28/01/25,Campaign_025_AVERAGE,43.44,226,21,2,60.3
28/01/25,Campaign_026_DECAYER,92.99,620,46,3,171.15
28/01/25,Campaign_027_ZOMBIE,109.65,659,36,1,52.2
28/01/25,Campaign_028_ZOMBIE,115.67,576,38,1,55.59
28/01/25,Campaign_029_ZERO_HOPE,64.82,213,12,0,0
28/01/25,Campaign_030_AVERAGE,57.18,421,28,2,89.24
28/01/25,Campaign_031_AVERAGE,55.84,284,27,2,90.62
28/01/25,Campaign_032_ZOMBIE,158.58,533,52,2,73.47
28/01/25,Campaign_033_ZERO_HOPE,101.73,317,20,0,0
28/01/25,Campaign_034_ZOMBIE,181.69,638,60,3,97.91
28/01/25,Campaign_035_ZERO_HOPE,75.68,178,15,0,0
28/01/25,Campaign_036_ZOMBIE,155.78,971,51,2,73.41
28/01/25,Campaign_037_ZERO_HOPE,88.8,245,17,0,0
28/01/25,Campaign_038_AVERAGE,43.41,265,21,2,61.5
28/01/25,Campaign_039_STAR,119.58,1952,119,23,499.79
28/01/25,Campaign_040_AVERAGE,63.32,498,31,3,86
28/01/25,Campaign_041_DECAYER,105.31,927,52,4,163.65
28/01/25,Campaign_042_ZOMBIE,173.49,1011,57,2,90.38
28/01/25,Campaign_043_AVERAGE,45.78,341,22,2,65.86
28/01/25,Campaign_044_STAR,84.09,1247,84,16,349.75
28/01/25,Campaign_045_ZERO_HOPE,78.41,176,15,0,0
28/01/25,Campaign_046_AVERAGE,61.87,466,30,3,88.6
28/01/25,Campaign_047_DECAYER,96.74,684,48,4,167.6
28/01/25,Campaign_048_ZOMBIE,192.81,1129,64,3,105.04
28/01/25,Campaign_049_DECAYER,115.25,580,57,4,205.48
28/01/25,Campaign_050_ZERO_HOPE,60.05,128,12,0,0
29/01/25,Campaign_001_ZERO_HOPE,83.01,218,16,0,0
29/01/25,Campaign_002_DECAYER,94.93,875,47,4,149.13
29/01/25,Campaign_003_ZERO_HOPE,60.5,229,12,0,0
29/01/25,Campaign_004_ZOMBIE,178.6,657,59,2,82.74
29/01/25,Campaign_005_ZOMBIE,115.47,437,38,1,54.6
29/01/25,Campaign_006_STAR,129.85,1868,129,25,469.88
29/01/25,Campaign_007_AVERAGE,52.14,304,26,2,79
29/01/25,Campaign_008_AVERAGE,47.08,412,23,2,65.55
29/01/25,Campaign_009_AVERAGE,57.27,384,28,2,83.46
29/01/25,Campaign_010_ZOMBIE,176.88,709,58,2,83.03
29/01/25,Campaign_011_ZERO_HOPE,87.33,332,17,0,0
29/01/25,Campaign_012_ZERO_HOPE,69.76,159,13,0,0
29/01/25,Campaign_013_ZOMBIE,107.54,620,35,1,58.03
29/01/25,Campaign_014_AVERAGE,49.85,412,24,2,69.43
29/01/25,Campaign_015_DECAYER,113.28,582,56,4,199.31
29/01/25,Campaign_016_ZERO_HOPE,93.4,240,18,0,0
29/01/25,Campaign_017_ZOMBIE,112.08,652,37,1,59.84
29/01/25,Campaign_018_AVERAGE,38.6,207,19,1,61.35
29/01/25,Campaign_019_ZERO_HOPE,56.52,130,11,0,0
29/01/25,Campaign_020_ZERO_HOPE,93.39,343,18,0,0
29/01/25,Campaign_021_ZOMBIE,118.39,753,39,1,62.34
29/01/25,Campaign_022_ZOMBIE,161.47,531,53,2,75.28
29/01/25,Campaign_023_ZERO_HOPE,65.37,218,13,0,0
29/01/25,Campaign_024_ZOMBIE,179.03,656,59,2,90.86
29/01/25,Campaign_025_AVERAGE,54.85,295,27,2,87.31
29/01/25,Campaign_026_DECAYER,101.25,586,50,4,160.16
29/01/25,Campaign_027_ZOMBIE,110.9,511,36,1,58.75
29/01/25,Campaign_028_ZOMBIE,123.76,795,41,2,61.67
29/01/25,Campaign_029_ZERO_HOPE,60.93,164,12,0,0
29/01/25,Campaign_030_AVERAGE,50.82,465,25,2,69.13
29/01/25,Campaign_031_AVERAGE,44.64,437,22,2,72.38
29/01/25,Campaign_032_ZOMBIE,138.68,806,46,2,69.69
29/01/25,Campaign_033_ZERO_HOPE,75.65,265,15,0,0
29/01/25,Campaign_034_ZOMBIE,122.63,735,40,2,62.27
29/01/25,Campaign_035_ZERO_HOPE,99.27,290,19,0,0
29/01/25,Campaign_036_ZOMBIE,184.21,1106,61,3,98.38
29/01/25,Campaign_037_ZERO_HOPE,67.98,243,13,0,0
29/01/25,Campaign_038_AVERAGE,55.61,330,27,2,87.82
29/01/25,Campaign_039_STAR,124.77,1831,124,24,548.71
29/01/25,Campaign_040_AVERAGE,43.65,349,21,2,63.31
29/01/25,Campaign_041_DECAYER,102.99,624,51,4,182.31
29/01/25,Campaign_042_ZOMBIE,139.1,563,46,2,66.76
29/01/25,Campaign_043_AVERAGE,59.37,302,29,2,96.99
29/01/25,Campaign_044_STAR,89.08,1170,89,17,359.1
29/01/25,Campaign_045_ZERO_HOPE,74.73,252,14,0,0
29/01/25,Campaign_046_AVERAGE,40.26,349,20,2,62.13
29/01/25,Campaign_047_DECAYER,124.7,1018,62,5,227.92
29/01/25,Campaign_048_ZOMBIE,123.37,588,41,2,63.07
29/01/25,Campaign_049_DECAYER,105.3,853,52,4,178.61
29/01/25,Campaign_050_ZERO_HOPE,95.58,365,19,0,0
30/01/25,Campaign_001_ZERO_HOPE,101.94,283,20,0,0
30/01/25,Campaign_002_DECAYER,128.86,741,64,5,200.96
30/01/25,Campaign_003_ZERO_HOPE,65.29,173,13,0,0
30/01/25,Campaign_004_ZOMBIE,177.47,1145,59,2,88.66
30/01/25,Campaign_005_ZOMBIE,171.69,640,57,2,83.25
30/01/25,Campaign_006_STAR,122.28,1583,122,24,483.83
30/01/25,Campaign_007_AVERAGE,55.34,382,27,2,82.34
30/01/25,Campaign_008_AVERAGE,56.09,542,28,2,78.17
30/01/25,Campaign_009_AVERAGE,48.22,314,24,2,75.94
30/01/25,Campaign_010_ZOMBIE,147.78,722,49,2,78.28
30/01/25,Campaign_011_ZERO_HOPE,103.11,281,20,0,0
30/01/25,Campaign_012_ZERO_HOPE,72.39,173,14,0,0
30/01/25,Campaign_013_ZOMBIE,127.86,510,42,2,62.68
30/01/25,Campaign_014_AVERAGE,51.59,281,25,2,82.01
30/01/25,Campaign_015_DECAYER,73.3,393,36,3,123.4
30/01/25,Campaign_016_ZERO_HOPE,66.51,154,13,0,0
30/01/25,Campaign_017_ZOMBIE,161.21,671,53,2,87.22
30/01/25,Campaign_018_AVERAGE,52.27,329,26,2,77.66
30/01/25,Campaign_019_ZERO_HOPE,89.02,263,17,0,0
30/01/25,Campaign_020_ZERO_HOPE,78.1,299,15,0,0
30/01/25,Campaign_021_ZOMBIE,165.47,925,55,2,87.82
30/01/25,Campaign_022_ZOMBIE,157.06,755,52,2,85.49
30/01/25,Campaign_023_ZERO_HOPE,71.06,258,14,0,0
30/01/25,Campaign_024_ZOMBIE,108.45,630,36,1,50.42
30/01/25,Campaign_025_AVERAGE,62.78,482,31,3,86.32
30/01/25,Campaign_026_DECAYER,129.69,895,64,5,203.2
30/01/25,Campaign_027_ZOMBIE,150.12,574,50,2,77.8
30/01/25,Campaign_028_ZOMBIE,122.55,488,40,2,66.53
30/01/25,Campaign_029_ZERO_HOPE,60.3,165,12,0,0
30/01/25,Campaign_030_AVERAGE,43.75,408,21,2,69.96
30/01/25,Campaign_031_AVERAGE,63.21,424,31,3,91.18
30/01/25,Campaign_032_ZOMBIE,138.39,833,46,2,72.14
30/01/25,Campaign_033_ZERO_HOPE,81.1,279,16,0,0
30/01/25,Campaign_034_ZOMBIE,191.19,903,63,3,103.77
30/01/25,Campaign_035_ZERO_HOPE,77.55,263,15,0,0
30/01/25,Campaign_036_ZOMBIE,125.62,797,41,2,65.19
30/01/25,Campaign_037_ZERO_HOPE,100.94,280,20,0,0
30/01/25,Campaign_038_AVERAGE,64.3,413,32,3,94.29
30/01/25,Campaign_039_STAR,119.88,1332,119,23,457.84
30/01/25,Campaign_040_AVERAGE,58.79,572,29,2,94.52
30/01/25,Campaign_041_DECAYER,86.02,704,43,3,154.89
30/01/25,Campaign_042_ZOMBIE,116.99,395,38,1,63.17
30/01/25,Campaign_043_AVERAGE,53.56,350,26,2,84.09
30/01/25,Campaign_044_STAR,125.07,1917,125,25,522.61
30/01/25,Campaign_045_ZERO_HOPE,59.67,113,11,0,0
30/01/25,Campaign_046_AVERAGE,50.76,366,25,2,70.73
30/01/25,Campaign_047_DECAYER,83.32,777,41,3,154.68
30/01/25,Campaign_048_ZOMBIE,161.11,695,53,2,77.23
30/01/25,Campaign_049_DECAYER,101.9,620,50,4,177.94
30/01/25,Campaign_050_ZERO_HOPE,79.47,194,15,0,0
31/01/25,Campaign_001_ZERO_HOPE,97.51,323,19,0,0
31/01/25,Campaign_002_DECAYER,94.39,913,47,3,164.66
31/01/25,Campaign_003_ZERO_HOPE,85.76,196,17,0,0
31/01/25,Campaign_004_ZOMBIE,112.63,661,37,1,61.62
31/01/25,Campaign_005_ZOMBIE,194.31,891,64,3,93.44
31/01/25,Campaign_006_STAR,78.13,1208,78,15,311.71
31/01/25,Campaign_007_AVERAGE,45.6,420,22,2,64.6
31/01/25,Campaign_008_AVERAGE,42.49,226,21,2,66.33
31/01/25,Campaign_009_AVERAGE,43.8,311,21,2,63.5
31/01/25,Campaign_010_ZOMBIE,151.24,553,50,2,70.12
31/01/25,Campaign_011_ZERO_HOPE,57.92,145,11,0,0
31/01/25,Campaign_012_ZERO_HOPE,71.7,259,14,0,0
31/01/25,Campaign_013_ZOMBIE,122.39,410,40,2,61.76
31/01/25,Campaign_014_AVERAGE,51.78,443,25,2,76.87
31/01/25,Campaign_015_DECAYER,125.15,1215,62,5,228.36
31/01/25,Campaign_016_ZERO_HOPE,96.59,337,19,0,0
31/01/25,Campaign_017_ZOMBIE,119.14,716,39,1,53.95
31/01/25,Campaign_018_AVERAGE,53.02,448,26,2,79.19
31/01/25,Campaign_019_ZERO_HOPE,92.22,285,18,0,0
31/01/25,Campaign_020_ZERO_HOPE,86.09,231,17,0,0
31/01/25,Campaign_021_ZOMBIE,113.66,700,37,1,56.31
31/01/25,Campaign_022_ZOMBIE,133.83,579,44,2,73.51
31/01/25,Campaign_023_ZERO_HOPE,87.76,317,17,0,0
31/01/25,Campaign_024_ZOMBIE,119.4,438,39,1,63.8
31/01/25,Campaign_025_AVERAGE,40.09,243,20,2,60.71
31/01/25,Campaign_026_DECAYER,126.11,646,63,5,205.41
31/01/25,Campaign_027_ZOMBIE,177.31,831,59,2,90.53
31/01/25,Campaign_028_ZOMBIE,171.19,952,57,2,83.03
31/01/25,Campaign_029_ZERO_HOPE,100.17,242,20,0,0
31/01/25,Campaign_030_AVERAGE,50.86,321,25,2,73.01
31/01/25,Campaign_031_AVERAGE,51.03,405,25,2,81.68
31/01/25,Campaign_032_ZOMBIE,142.76,810,47,2,67.31
31/01/25,Campaign_033_ZERO_HOPE,102.31,358,20,0,0
31/01/25,Campaign_034_ZOMBIE,194.27,647,64,3,88.89
31/01/25,Campaign_035_ZERO_HOPE,86.43,338,17,0,0
31/01/25,Campaign_036_ZOMBIE,114.05,743,38,1,57.97
31/01/25,Campaign_037_ZERO_HOPE,69.44,223,13,0,0
31/01/25,Campaign_038_AVERAGE,56.06,407,28,2,91.29
31/01/25,Campaign_039_STAR,119.73,1366,119,23,517.39
31/01/25,Campaign_040_AVERAGE,37.08,333,18,1,57.5
31/01/25,Campaign_041_DECAYER,89.83,617,44,3,159.24
31/01/25,Campaign_042_ZOMBIE,150.18,848,50,2,82.5
31/01/25,Campaign_043_AVERAGE,41.23,237,20,2,55.97
31/01/25,Campaign_044_STAR,75.4,910,75,15,274.86
31/01/25,Campaign_045_ZERO_HOPE,59.38,120,11,0,0
31/01/25,Campaign_046_AVERAGE,61.29,353,30,3,93.52
31/01/25,Campaign_047_DECAYER,120.3,801,60,5,212.01
31/01/25,Campaign_048_ZOMBIE,188.51,1157,62,3,97.03
31/01/25,Campaign_049_DECAYER,119.45,761,59,5,221.92
31/01/25,Campaign_050_ZERO_HOPE,68.14,142,13,0,0
01/02/25,Campaign_001_ZERO_HOPE,68.8,194,13,0,0
01/02/25,Campaign_002_DECAYER,115.9,976,57,4,189.35
01/02/25,Campaign_003_ZERO_HOPE,85.5,276,17,0,0
01/02/25,Campaign_004_ZOMBIE,183.17,1195,61,3,99.53
01/02/25,Campaign_005_ZOMBIE,126.02,497,42,2,61.89
01/02/25,Campaign_006_STAR,92.1,1582,92,18,360.86
01/02/25,Campaign_007_AVERAGE,35.5,255,17,1,50.95
01/02/25,Campaign_008_AVERAGE,59.36,541,29,2,86.66
01/02/25,Campaign_009_AVERAGE,39.23,232,19,1,61
01/02/25,Campaign_010_ZOMBIE,166.1,1050,55,2,78.55
01/02/25,Campaign_011_ZERO_HOPE,87.78,318,17,0,0
01/02/25,Campaign_012_ZERO_HOPE,58,155,11,0,0
01/02/25,Campaign_013_ZOMBIE,120.16,658,40,2,61.17
01/02/25,Campaign_014_AVERAGE,42.32,363,21,2,60.9
01/02/25,Campaign_015_DECAYER,129,774,64,5,233.51
01/02/25,Campaign_016_ZERO_HOPE,103.94,203,20,0,0
01/02/25,Campaign_017_ZOMBIE,144.94,611,48,2,73.67
01/02/25,Campaign_018_AVERAGE,38.07,193,19,1,61.12
01/02/25,Campaign_019_ZERO_HOPE,64.7,156,12,0,0
01/02/25,Campaign_020_ZERO_HOPE,96.48,288,19,0,0
01/02/25,Campaign_021_ZOMBIE,185.66,799,61,3,100.14
01/02/25,Campaign_022_ZOMBIE,184.01,970,61,3,95.9
01/02/25,Campaign_023_ZERO_HOPE,80.66,186,16,0,0
01/02/25,Campaign_024_ZOMBIE,157.27,968,52,2,72
01/02/25,Campaign_025_AVERAGE,44.88,425,22,2,70.33
01/02/25,Campaign_026_DECAYER,116.25,692,58,4,192.3
01/02/25,Campaign_027_ZOMBIE,186.86,698,62,3,87.01
01/02/25,Campaign_028_ZOMBIE,192.99,789,64,3,93.8
01/02/25,Campaign_029_ZERO_HOPE,100.68,280,20,0,0
01/02/25,Campaign_030_AVERAGE,47.41,291,23,2,77.08
01/02/25,Campaign_031_AVERAGE,61.43,572,30,3,96.31
01/02/25,Campaign_032_ZOMBIE,162.29,675,54,2,84.34
01/02/25,Campaign_033_ZERO_HOPE,58.01,110,11,0,0
01/02/25,Campaign_034_ZOMBIE,165.48,817,55,2,78.23
01/02/25,Campaign_035_ZERO_HOPE,89.98,257,17,0,0
01/02/25,Campaign_036_ZOMBIE,180.05,790,60,3,91.93
01/02/25,Campaign_037_ZERO_HOPE,83.67,164,16,0,0
01/02/25,Campaign_038_AVERAGE,53.05,267,26,2,76.69
01/02/25,Campaign_039_STAR,109.5,1676,109,21,395.98
01/02/25,Campaign_040_AVERAGE,36.48,285,18,1,54.34
01/02/25,Campaign_041_DECAYER,104.52,824,52,4,184.64
01/02/25,Campaign_042_ZOMBIE,137.32,462,45,2,73.08
01/02/25,Campaign_043_AVERAGE,49.18,242,24,2,68.28
01/02/25,Campaign_044_STAR,125.79,2189,125,25,530.33
01/02/25,Campaign_045_ZERO_HOPE,74.85,265,14,0,0
01/02/25,Campaign_046_AVERAGE,39.57,343,19,1,63.84
01/02/25,Campaign_047_DECAYER,123.95,866,61,5,207.65
01/02/25,Campaign_048_ZOMBIE,109.37,709,36,1,50.91
01/02/25,Campaign_049_DECAYER,123.23,787,61,5,210.29
01/02/25,Campaign_050_ZERO_HOPE,93.67,227,18,0,0
02/02/25,Campaign_001_ZERO_HOPE,98.3,305,19,0,0
02/02/25,Campaign_002_DECAYER,107.8,684,53,4,193.17
02/02/25,Campaign_003_ZERO_HOPE,83.27,172,16,0,0
02/02/25,Campaign_004_ZOMBIE,125.18,527,41,2,67.53
02/02/25,Campaign_005_ZOMBIE,136.11,815,45,2,71.39
02/02/25,Campaign_006_STAR,123.66,1282,123,24,453.1
02/02/25,Campaign_007_AVERAGE,59.48,453,29,2,93.8
02/02/25,Campaign_008_AVERAGE,52.41,451,26,2,80.69
02/02/25,Campaign_009_AVERAGE,59.16,569,29,2,84.01
02/02/25,Campaign_010_ZOMBIE,152.19,745,50,2,69.82
02/02/25,Campaign_011_ZERO_HOPE,76.87,292,15,0,0
02/02/25,Campaign_012_ZERO_HOPE,81.61,170,16,0,0
02/02/25,Campaign_013_ZOMBIE,178.82,653,59,2,81.53
02/02/25,Campaign_014_AVERAGE,61.2,358,30,3,97.46
02/02/25,Campaign_015_DECAYER,113.25,1112,56,4,184.28
02/02/25,Campaign_016_ZERO_HOPE,58.96,130,11,0,0
02/02/25,Campaign_017_ZOMBIE,194.7,1176,64,3,102.39
02/02/25,Campaign_018_AVERAGE,64.69,399,32,3,102.92
02/02/25,Campaign_019_ZERO_HOPE,76.67,220,15,0,0
02/02/25,Campaign_020_ZERO_HOPE,77,189,15,0,0
02/02/25,Campaign_021_ZOMBIE,133.3,576,44,2,72.59
02/02/25,Campaign_022_ZOMBIE,109.41,421,36,1,59.62
02/02/25,Campaign_023_ZERO_HOPE,80.05,253,16,0,0
02/02/25,Campaign_024_ZOMBIE,135.58,745,45,2,70.41
02/02/25,Campaign_025_AVERAGE,58.97,501,29,2,95.6
